time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct,H2_mean_area_tavg,H2_std_area_tavg,H2_CoV_area_tavg,H2_Is_area_tavg,H2_mean_mass_tavg,H2_std_mass_tavg,H2_CoV_mass_tavg,H2_Is_mass_tavg,H2_mean_vol_tavg,H2_std_vol_tavg,H2_CoV_vol_tavg,H2_Is_vol_tavg,p_rgh_inlet_ts_n,p_rgh_inlet_ts_mean,p_rgh_inlet_ts_std,p_rgh_inlet_ts_tmin,p_rgh_inlet_ts_tmax,p_rgh_outlet_ts_n,p_rgh_outlet_ts_mean,p_rgh_outlet_ts_std,p_rgh_outlet_ts_tmin,p_rgh_outlet_ts_tmax,H2_outletAvg_ts_n,H2_outletAvg_ts_mean,H2_outletAvg_ts_std,H2_outletAvg_ts_tmin,H2_outletAvg_ts_tmax,outletFlux_ts_n,outletFlux_ts_mean,outletFlux_ts_std,outletFlux_ts_tmin,outletFlux_ts_tmax,inletOutletFlux_ts_n,inletOutletFlux_ts_mean,dP_prgh_area_ts
1.2,0.013734642,0.0040884703,0.29767577,0.0012339869,0.013613939,0.004024261,0.29559858,0.001205984,0.013716869,0.0040206019,0.29311368,0.0011948835,6880690.5,6880690.9,6880690.9,6880690.5,6880690.9,6880690.9,6882489.8,6882537.5,6882537.5,6882489.8,6882537.5,6882537.5,6900000,6900000,6900000,6899999.5,6899997.3,6899997.8,6902807.4,6902825.7,6902823.3,6902806.9,6902823,6902821.1,-19309.549,-19309.112,-19309.112,-19309.041,-19306.44,-19306.948,-20317.539,-20288.183,-20285.767,-20317.032,-20285.511,-20283.603,-33.553983,-0.4660072,40.269511,6.2495212,15.519238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG,0.013734642,0.0040884703,0.29767577,0.0012339869,0.013613939,0.004024261,0.29559858,0.001205984,0.013716869,0.0040206019,0.29311368,0.0011948835,6880690.5,6880690.9,6880690.9,6880690.5,6880690.9,6880690.9,6882489.8,6882537.5,6882537.5,6882489.8,6882537.5,6882537.5,6900000,6900000,6900000,6899999.5,6899997.3,6899997.8,6902807.4,6902825.7,6902823.3,6902806.9,6902823,6902821.1,-19309.549,-19309.112,-19309.112,-19309.041,-19306.44,-19306.948,-20317.539,-20288.183,-20285.767,-20317.032,-20285.511,-20283.603,-33.553983,-0.4660072,40.269511,6.2495212,15.519238,0.013734642,0.0040884703,0.29767577,0.0012339869,0.013613939,0.004024261,0.29559858,0.001205984,0.013716869,0.0040206019,0.29311368,0.0011948835,235,6903308.2,23228.962,0.80066667,1.1995205,235,6899999.5,0.36625604,0.80066667,1.1995205,235,0.014109833,0.00091045038,0.80066667,1.1995205,235,35.01915,7.1679275,0.80066667,1.1995205,0,nan,3308.7255
