# Region type :   patch outlet
# Faces           : 387
# Area            : 8.2961617386e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	1.9172057972e+01
0.01108658        	1.9159869640e+01
0.02050321        	1.9153649259e+01
0.028212545       	1.9641562446e+01
0.034384994       	2.2662820620e+01
0.039952598       	3.2144980647e+01
0.045143099       	4.5372211684e+01
0.049837234       	5.0232856721e+01
0.054418945       	5.0272089345e+01
0.058905116       	5.1456038889e+01
0.063195479       	5.2359664253e+01
0.067309612       	5.2653876071e+01
0.071209283       	5.2766870272e+01
0.074872269       	5.2751777607e+01
0.078380861       	5.2598291097e+01
0.081825014       	5.2503916098e+01
0.085235011       	5.2550285221e+01
0.088586129       	5.2609914175e+01
0.091871681       	5.2657372033e+01
0.095108664       	5.2817674667e+01
0.098264365       	5.3102252241e+01
0.10139702        	5.3353081073e+01
0.10448676        	5.3381212855e+01
0.10757281        	5.3027141653e+01
0.1106578         	5.2057952288e+01
0.11373802        	5.0118037071e+01
0.1168172         	4.6850149252e+01
0.11990702        	4.2175622497e+01
0.12301363        	3.6603233169e+01
0.12613724        	3.1250872243e+01
0.12927376        	2.7325462788e+01
0.13241715        	2.5277290333e+01
0.13556787        	2.4476367040e+01
0.13872293        	2.3948581313e+01
0.14189899        	2.3296659479e+01
0.14511484        	2.2709482153e+01
0.14839293        	2.2394832934e+01
0.1517551         	2.2349384234e+01
0.1552117         	2.2495231136e+01
0.15875193        	2.2754326483e+01
0.1623481         	2.3018604693e+01
0.16598851        	2.3193221756e+01
0.16968364        	2.3248837394e+01
0.17345618        	2.3156244985e+01
0.17731237        	2.2860668323e+01
0.18124596        	2.2460767993e+01
0.18523106        	2.2341623174e+01
0.18922267        	2.3030446464e+01
0.19321427        	2.5044747631e+01
0.19720588        	2.8786159037e+01
0.20116241        	3.4083261273e+01
0.20500912        	3.9778165120e+01
0.20882157        	4.4522895436e+01
0.21261224        	4.7501283298e+01
0.21637508        	4.9006785378e+01
0.22009389        	4.9869696607e+01
0.22375008        	5.0576757416e+01
0.22733193        	5.1106585768e+01
0.23083563        	5.1317039880e+01
0.23426209        	5.1205580841e+01
0.23761862        	5.0887155386e+01
0.24091576        	5.0502182598e+01
0.24416583        	5.0166635051e+01
0.24737947        	4.9953911044e+01
0.25056156        	4.9896988678e+01
0.25371219        	5.0000657463e+01
