time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct,H2_mean_area_tavg,H2_std_area_tavg,H2_CoV_area_tavg,H2_Is_area_tavg,H2_mean_mass_tavg,H2_std_mass_tavg,H2_CoV_mass_tavg,H2_Is_mass_tavg,H2_mean_vol_tavg,H2_std_vol_tavg,H2_CoV_vol_tavg,H2_Is_vol_tavg,p_rgh_inlet_ts_n,p_rgh_inlet_ts_mean,p_rgh_inlet_ts_std,p_rgh_inlet_ts_tmin,p_rgh_inlet_ts_tmax,p_rgh_outlet_ts_n,p_rgh_outlet_ts_mean,p_rgh_outlet_ts_std,p_rgh_outlet_ts_tmin,p_rgh_outlet_ts_tmax,H2_outletAvg_ts_n,H2_outletAvg_ts_mean,H2_outletAvg_ts_std,H2_outletAvg_ts_tmin,H2_outletAvg_ts_tmax,outletFlux_ts_n,outletFlux_ts_mean,outletFlux_ts_std,outletFlux_ts_tmin,outletFlux_ts_tmax,inletOutletFlux_ts_n,inletOutletFlux_ts_mean,dP_prgh_area_ts
1.2,0.020001515,0.0047564745,0.23780571,0.0011542026,0.019808252,0.0047062179,0.23758875,0.0011407405,0.019943691,0.004713143,0.23632251,0.0011364875,6888412.2,6888412.6,6888412.6,6888412.2,6888412.6,6888412.6,6890213.6,6890261.3,6890261.3,6890213.6,6890261.3,6890261.3,6900000,6900000,6900000,6899999.1,6899996.8,6899997.7,6902751.1,6902768.6,6902764.7,6902750.2,6902765.5,6902762.4,-11587.848,-11587.402,-11587.402,-11586.961,-11584.237,-11585.11,-12537.559,-12507.375,-12503.445,-12536.672,-12504.21,-12501.152,-33.591636,-0.70590254,39.088534,4.7909957,12.25678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG,0.020001515,0.0047564745,0.23780571,0.0011542026,0.019808252,0.0047062179,0.23758875,0.0011407405,0.019943691,0.004713143,0.23632251,0.0011364875,6888412.2,6888412.6,6888412.6,6888412.2,6888412.6,6888412.6,6890213.6,6890261.3,6890261.3,6890213.6,6890261.3,6890261.3,6900000,6900000,6900000,6899999.1,6899996.8,6899997.7,6902751.1,6902768.6,6902764.7,6902750.2,6902765.5,6902762.4,-11587.848,-11587.402,-11587.402,-11586.961,-11584.237,-11585.11,-12537.559,-12507.375,-12503.445,-12536.672,-12504.21,-12501.152,-33.591636,-0.70590254,39.088534,4.7909957,12.25678,0.020001515,0.0047564745,0.23780571,0.0011542026,0.019808252,0.0047062179,0.23758875,0.0011407405,0.019943691,0.004713143,0.23632251,0.0011364875,135,6903209.4,15078.539,0.800491,1.1973684,135,6899999.3,0.48119101,0.800491,1.1973684,135,0.020508672,0.001817102,0.800491,1.1973684,135,34.81774,4.4622124,0.800491,1.1973684,0,nan,3210.071
