# Region type :   patch main_inlet
# Faces           : 356
# Area            : 8.2961564767e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	-3.3864547579e+01
0.015527971       	-3.3878672360e+01
0.019693522       	-3.3893515338e+01
0.022045484       	-3.3907322853e+01
0.024186246       	-3.3928060268e+01
0.026558752       	-3.3971585776e+01
0.029169119       	-3.4066525491e+01
0.031745672       	-3.4210164535e+01
0.034244918       	-3.4341828750e+01
0.036713367       	-3.4379401717e+01
0.039185376       	-3.4333612621e+01
0.04170364        	-3.4296703518e+01
0.04442218        	-3.4300195996e+01
0.048075471       	-3.4314613122e+01
0.054543308       	-3.4311397323e+01
0.061244913       	-3.4164542440e+01
0.068281144       	-3.4015481007e+01
0.07331125        	-3.4002204088e+01
0.076742118       	-3.3951069727e+01
0.079728037       	-3.3870770068e+01
0.082501526       	-3.3774717842e+01
0.085064387       	-3.3684171393e+01
0.087441537       	-3.3610655053e+01
0.089748402       	-3.3553893643e+01
0.092171667       	-3.3519355911e+01
0.094928063       	-3.3527318246e+01
0.09806981        	-3.3578184011e+01
0.10147702        	-3.3602948144e+01
0.10562124        	-3.3510986043e+01
0.11035133        	-3.3332251884e+01
0.11550021        	-3.3178043039e+01
0.12069832        	-3.3113741701e+01
0.12485947        	-3.3130752954e+01
0.12822924        	-3.3137547514e+01
0.13123858        	-3.3142114695e+01
0.13416336        	-3.3168945120e+01
0.13752629        	-3.3219904704e+01
0.14164594        	-3.3274522862e+01
0.14620537        	-3.3286540349e+01
0.15052302        	-3.3230609070e+01
0.15469468        	-3.3196179237e+01
0.15884774        	-3.3267351369e+01
0.16250405        	-3.3418716570e+01
0.1655988         	-3.3563367626e+01
0.16839322        	-3.3670914137e+01
0.17121593        	-3.3747155646e+01
0.17455489        	-3.3809975225e+01
0.17957469        	-3.3870112859e+01
0.18544243        	-3.3913733471e+01
0.18946828        	-3.3934127764e+01
0.19260383        	-3.3953477342e+01
0.19550796        	-3.3983738552e+01
0.19846572        	-3.4036158303e+01
0.20163256        	-3.4122080758e+01
0.2050676         	-3.4213265698e+01
0.20852625        	-3.4256722652e+01
0.21182998        	-3.4244360293e+01
0.21506869        	-3.4197594513e+01
0.21839116        	-3.4142267957e+01
0.22180701        	-3.4102722486e+01
0.22509996        	-3.4085106357e+01
0.22806391        	-3.4077727147e+01
0.23072215        	-3.4070546423e+01
0.23320453        	-3.4059117674e+01
0.23563409        	-3.4043422654e+01
0.23809274        	-3.4025327680e+01
0.24064078        	-3.4004469935e+01
0.24331244        	-3.3974648291e+01
0.24610615        	-3.3926751714e+01
0.24897426        	-3.3853311419e+01
0.25184353        	-3.3755400527e+01
0.25468391        	-3.3650262008e+01
0.25748199        	-3.3558433368e+01
0.2602108         	-3.3495326252e+01
0.2628525         	-3.3463206909e+01
0.26539736        	-3.3453119300e+01
0.2678591         	-3.3453532250e+01
0.27027786        	-3.3453374895e+01
0.27272264        	-3.3442043057e+01
0.27528775        	-3.3413909122e+01
0.2781117         	-3.3369105079e+01
0.28131343        	-3.3311426541e+01
0.28485995        	-3.3251284930e+01
0.28838518        	-3.3201694646e+01
0.2915943         	-3.3166553657e+01
0.29455589        	-3.3144161052e+01
0.29742121        	-3.3138136970e+01
0.30030075        	-3.3155390904e+01
0.30345027        	-3.3200019881e+01
0.30693362        	-3.3260949395e+01
0.31078374        	-3.3309828265e+01
0.31496746        	-3.3326265281e+01
0.31944312        	-3.3338958818e+01
0.32399801        	-3.3400280467e+01
0.32821234        	-3.3499695305e+01
0.33187209        	-3.3595572055e+01
0.335228          	-3.3679720156e+01
0.33867088        	-3.3759622831e+01
0.34263605        	-3.3838823160e+01
0.34725219        	-3.3900163122e+01
0.35206344        	-3.3929833007e+01
0.35633348        	-3.3952510714e+01
0.36003279        	-3.3990086274e+01
0.36340358        	-3.4043568777e+01
0.36659986        	-3.4102871672e+01
0.36973806        	-3.4154101071e+01
0.37291498        	-3.4185276471e+01
0.37620319        	-3.4190107703e+01
0.37959858        	-3.4169912173e+01
0.38299965        	-3.4133600966e+01
0.38624918        	-3.4092961916e+01
0.38925891        	-3.4054406573e+01
0.39204331        	-3.4018548452e+01
0.39467642        	-3.3985062161e+01
0.39722746        	-3.3954128755e+01
0.39974795        	-3.3925150874e+01
0.40230144        	-3.3895879577e+01
0.40489958        	-3.3863778941e+01
0.40755121        	-3.3825994355e+01
0.41026212        	-3.3777606737e+01
0.4130285         	-3.3714782356e+01
0.415831          	-3.3642572563e+01
0.41863655        	-3.3572315440e+01
0.4214071         	-3.3514102101e+01
0.42411274        	-3.3470893918e+01
0.42674725        	-3.3439013469e+01
0.42933027        	-3.3412679814e+01
0.43190297        	-3.3386518074e+01
0.43451998        	-3.3356773534e+01
0.43724974        	-3.3322106896e+01
0.44016712        	-3.3283946592e+01
0.44333538        	-3.3244720155e+01
0.44675143        	-3.3206849344e+01
0.45028338        	-3.3176568149e+01
0.45375776        	-3.3163958073e+01
0.45710582        	-3.3175743140e+01
0.46039243        	-3.3211666177e+01
0.46366376        	-3.3265461366e+01
0.46707491        	-3.3329093041e+01
0.47081551        	-3.3394176929e+01
0.47503826        	-3.3456862825e+01
0.47962747        	-3.3522117670e+01
0.48403634        	-3.3594456254e+01
0.48809181        	-3.3671917473e+01
0.49191542        	-3.3748918125e+01
0.49567569        	-3.3823952899e+01
0.49943596        	-3.3894814169e+01
0.50337786        	-3.3958864410e+01
0.50738904        	-3.4007670725e+01
0.511306          	-3.4041217405e+01
0.51501937        	-3.4068437776e+01
0.51848663        	-3.4095003586e+01
0.52173933        	-3.4119285754e+01
0.52483712        	-3.4136183683e+01
0.52784454        	-3.4141300532e+01
0.53081718        	-3.4132044992e+01
0.53379805        	-3.4108243789e+01
0.53679296        	-3.4072389515e+01
0.53977843        	-3.4028454101e+01
0.54270666        	-3.3980616006e+01
0.5455361         	-3.3932266290e+01
0.54825638        	-3.3885204682e+01
0.55088685        	-3.3840189390e+01
0.55346062        	-3.3797740334e+01
0.55601206        	-3.3757650126e+01
0.5585701         	-3.3718584530e+01
0.5611587         	-3.3678468677e+01
0.56379037        	-3.3635157175e+01
0.56647027        	-3.3586635665e+01
0.56919409        	-3.3532121927e+01
0.57195113        	-3.3473963678e+01
0.57472762        	-3.3417160638e+01
0.57751369        	-3.3366006842e+01
0.58030702        	-3.3322177745e+01
0.58312597        	-3.3285474049e+01
0.58598668        	-3.3255162923e+01
0.58892537        	-3.3230398972e+01
0.59196954        	-3.3211719621e+01
0.5951645         	-3.3200757913e+01
0.59849933        	-3.3199307855e+01
0.60199764        	-3.3209086752e+01
0.6057417         	-3.3233710969e+01
0.60953807        	-3.3276047974e+01
0.61324852        	-3.3334315777e+01
0.61691476        	-3.3402853403e+01
0.62064779        	-3.3478180901e+01
0.6245849         	-3.3555533927e+01
0.62884641        	-3.3631415969e+01
0.63329432        	-3.3705660447e+01
0.63762157        	-3.3779100677e+01
0.64169046        	-3.3850797471e+01
0.64552343        	-3.3918335934e+01
0.64922412        	-3.3980181546e+01
0.65287015        	-3.4034386247e+01
0.65648756        	-3.4077138420e+01
0.66005999        	-3.4104458099e+01
0.66353919        	-3.4115368034e+01
0.66688566        	-3.4113285542e+01
0.67009424        	-3.4103281233e+01
0.67317487        	-3.4088694436e+01
0.67614399        	-3.4070383006e+01
0.67902465        	-3.4047800127e+01
0.68184097        	-3.4020063960e+01
0.68461902        	-3.3986713569e+01
0.68737321        	-3.3948204439e+01
