time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct
1.2,0.015548224,0.0060049014,0.3862114,0.0023557897,0.01563928,0.0059358381,0.37954676,0.0022887221,0.015860375,0.0059645199,0.37606424,0.0022791915,6913993.4,6913993.8,6913993.8,6913993.4,6913993.8,6913993.8,6915801.5,6915849.4,6915849.4,6915801.5,6915849.3,6915849.3,6900000,6900000,6900000,6900000.4,6900000.2,6899999.9,6902461.9,6902471.1,6902476.7,6902462.2,6902471.3,6902476.5,13993.367,13993.811,13993.81,13992.983,13993.605,13993.965,13339.621,13378.226,13372.654,13339.238,13378.02,13372.808,-33.716384,-0.53664995,37.535321,3.2822872,8.7445293
AVG,0.015548224,0.0060049014,0.3862114,0.0023557897,0.01563928,0.0059358381,0.37954676,0.0022887221,0.015860375,0.0059645199,0.37606424,0.0022791915,6913993.4,6913993.8,6913993.8,6913993.4,6913993.8,6913993.8,6915801.5,6915849.4,6915849.4,6915801.5,6915849.3,6915849.3,6900000,6900000,6900000,6900000.4,6900000.2,6899999.9,6902461.9,6902471.1,6902476.7,6902462.2,6902471.3,6902476.5,13993.367,13993.811,13993.81,13992.983,13993.605,13993.965,13339.621,13378.226,13372.654,13339.238,13378.02,13372.808,-33.716384,-0.53664995,37.535321,3.2822872,8.7445293
