time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct
1.3,0.038353175,0.0053787578,0.14024283,0.0007844171,0.038255114,0.0052879268,0.13822797,0.0007600138,0.038408771,0.0052852805,0.13760608,0.00075633672,6929719.6,6929720.2,6929720.2,6929719.6,6929720.2,6929720.2,6931531.9,6931580.3,6931580.3,6931531.9,6931580.3,6931580.3,6900000,6900000,6900000,6900000.2,6900001.8,6900001.6,6907037.9,6907077,6907074.4,6907038.1,6907078.9,6907076,29719.609,29720.208,29720.207,29719.365,29718.333,29718.592,24494.024,24503.26,24505.931,24493.781,24501.384,24504.315,-67.586537,-1.9112464,118.61541,49.117624,41.409143
1.4,0.020973121,0.0053343671,0.25434303,0.0013858242,0.021370953,0.0050388736,0.23578142,0.0012140175,0.021524746,0.005029671,0.23366924,0.0012011335,6879749.3,6879749.7,6879749.7,6879749.3,6879749.7,6879749.7,6881548.6,6881596.4,6881596.4,6881548.6,6881596.4,6881596.4,6900000,6900000,6900000,6899999.2,6900002.1,6900002.9,6900144.6,6900152.7,6900152.9,6900143.7,6900154.8,6900155.8,-20250.658,-20250.286,-20250.287,-20249.838,-20252.374,-20253.195,-18595.954,-18556.258,-18556.5,-18595.135,-18558.346,-18559.408,-67.099168,-1.9030081,16.104801,-52.897376,-328.45719
1.5,0.037250986,0.0059170335,0.15884233,0.00097624137,0.03708803,0.0058188543,0.15689305,0.00094810101,0.037275292,0.0058304213,0.15641517,0.00094727635,6920606.6,6920607.3,6920607.3,6920606.6,6920607.3,6920607.3,6922416.6,6922464.9,6922464.9,6922416.6,6922464.9,6922464.9,6900000,6900000,6900000,6900000.3,6900002,6900001.7,6906678.1,6906717.4,6906711.6,6906678.4,6906719.4,6906713.3,20606.674,20607.283,20607.283,20606.336,20605.241,20605.585,15738.501,15747.554,15753.266,15738.164,15745.512,15751.568,-67.497657,-1.9103955,115.91195,46.503901,40.120022
AVG,0.032192427,0.0055433861,0.18447607,0.0010488275,0.032238032,0.0053818849,0.17696748,0.00097404409,0.032402936,0.0053817909,0.17589683,0.00096824886,6910025.2,6910025.7,6910025.7,6910025.2,6910025.7,6910025.7,6911832.4,6911880.5,6911880.5,6911832.4,6911880.5,6911880.5,6900000,6900000,6900000,6899999.9,6900002,6900002.1,6904620.2,6904649,6904646.3,6904620.1,6904651,6904648.4,10025.208,10025.735,10025.734,10025.288,10023.733,10023.661,7212.1903,7231.5185,7234.2322,7212.27,7229.5167,7232.1585,-67.394454,-1.9082166,83.544054,14.241383,-82.309342
