# Region type :   patch outlet
# Faces           : 387
# Area            : 8.2961616953e-02
# Scale factor    : 1.0000000000e+00
# Time            	areaAverage(H2)
0.0010900471      	0.0000000000e+00
0.0026879461      	0.0000000000e+00
0.0042858452      	0.0000000000e+00
0.0058837443      	0.0000000000e+00
0.0074816434      	0.0000000000e+00
0.0090795424      	0.0000000000e+00
0.010677442       	0.0000000000e+00
0.012275341       	0.0000000000e+00
0.013769698       	0.0000000000e+00
0.015146447       	0.0000000000e+00
0.016612565       	0.0000000000e+00
0.018210026       	0.0000000000e+00
0.019807486       	0.0000000000e+00
0.021404947       	0.0000000000e+00
0.02300249        	0.0000000000e+00
0.024601607       	0.0000000000e+00
0.026199869       	0.0000000000e+00
0.027797274       	0.0000000000e+00
0.029396098       	1.7817906073e-309
0.030993471       	4.6904189294e-295
0.032582878       	2.8357552743e-281
0.034166895       	2.1337247231e-268
0.035738916       	5.4934192140e-257
0.037337451       	9.2307044421e-247
0.038935985       	3.6952454149e-238
0.04053452        	4.9276063130e-231
0.042133054       	5.0998146387e-225
0.043731588       	1.0079684247e-219
0.045330123       	6.9239883863e-215
0.046928657       	2.9709940343e-210
0.048527192       	1.2794809517e-205
0.050125726       	6.5115720094e-201
0.051724261       	5.4471579391e-196
0.053322795       	1.0464256969e-190
0.054921329       	6.0539362557e-185
0.056519864       	1.1838526813e-178
0.058118398       	1.8379797808e-172
0.059716933       	9.0107007588e-167
0.061315467       	1.2095876538e-161
0.062914001       	5.5211440247e-157
0.064512536       	1.2865569556e-152
0.06611107        	2.3232658465e-148
0.067709605       	3.4332444251e-144
0.069308139       	3.2146624900e-140
0.070906674       	1.6412778125e-136
0.072505208       	4.3842692645e-133
0.074103742       	6.8242564132e-130
0.075702277       	7.3348512489e-127
0.077300811       	6.4396249306e-124
0.078899346       	5.3476410375e-121
0.08049788        	4.6401288848e-118
0.082096415       	4.1501228761e-115
0.083694949       	3.3746238731e-112
0.085293483       	2.2283240856e-109
0.086892018       	1.1078841235e-106
0.088490552       	4.0766975968e-104
0.090089087       	1.1694162341e-101
0.091687621       	2.8152008108e-99
0.093286155       	5.9756913432e-97
0.09488469        	1.1268583830e-94
0.096483224       	1.8362071431e-92
0.098081759       	2.5010804395e-90
0.099680293       	2.8164985959e-88
0.10127898        	2.6805667705e-86
0.1028777         	2.2399597927e-84
0.10447642        	1.6903997871e-82
0.10607514        	1.1561803396e-80
0.10767386        	6.9345766655e-79
0.10927258        	3.4259931531e-77
0.1108713         	1.3062130539e-75
0.11247002        	3.6691869559e-74
0.11406875        	7.4093274591e-73
0.11566747        	1.0648220833e-71
0.11726619        	1.0898531369e-70
0.11886491        	8.0816176714e-70
0.12046363        	4.5375658452e-69
0.12206235        	2.0791729596e-68
0.12366107        	8.5385137123e-68
0.12525979        	3.4252018340e-67
0.12685851        	1.4164233307e-66
0.12845723        	6.1301282921e-66
0.13005596        	2.7401928339e-65
0.13165468        	1.2291861161e-64
0.1332534         	5.3323925963e-64
0.13485212        	2.1535346240e-63
0.13645084        	7.8650618073e-63
0.13804956        	2.5709222238e-62
0.13964828        	7.6144692071e-62
0.141247          	2.1070350401e-61
0.14284572        	5.6510301114e-61
0.14444444        	1.5102018276e-60
0.14604317        	4.0620278307e-60
0.14764189        	1.0967387408e-59
0.14924061        	2.9649486468e-59
0.15083933        	8.0670203310e-59
0.15243805        	2.2302348661e-58
0.15403677        	6.2866826793e-58
0.15563549        	1.7919070376e-57
0.15723421        	5.0863645706e-57
0.15883293        	1.4127369079e-56
0.16043165        	3.7933250482e-56
0.16203038        	9.8033885024e-56
0.1636291         	2.4488651672e-55
0.16522782        	5.9774478131e-55
0.16682654        	1.4443901471e-54
0.16842526        	3.4938549996e-54
0.17002398        	8.5166280098e-54
0.1716227         	2.0953524717e-53
0.17322142        	5.1907884486e-53
0.17482014        	1.2899291348e-52
0.17641886        	3.2049873464e-52
0.17801759        	7.9427443036e-52
0.17961631        	1.9595430600e-51
0.18121503        	4.8071759832e-51
0.18281375        	1.1750901799e-50
0.18441247        	2.8861013274e-50
0.18601119        	7.2438699238e-50
0.18760991        	1.9062761274e-49
0.18920863        	5.4342581135e-49
0.19080735        	1.7392977546e-48
0.19240608        	6.4534427279e-48
0.1940048         	2.8425531181e-47
0.19560352        	1.4997602716e-46
0.19720224        	9.3451067523e-46
0.19880096        	6.6094098199e-45
0.20039968        	5.0094921162e-44
0.2019984         	3.8340565780e-43
0.20359712        	2.8310484437e-42
0.20519584        	1.9698344583e-41
0.20679456        	1.2882739364e-40
0.20839329        	8.0136154616e-40
0.20999201        	4.8318241745e-39
0.21159073        	2.8815523389e-38
0.21318945        	1.7279616963e-37
0.21478817        	1.0508527700e-36
0.21638689        	6.4724473540e-36
0.21798561        	3.9986415359e-35
0.21958433        	2.4442918459e-34
0.22118305        	1.4593601435e-33
0.22278177        	8.4267582826e-33
0.2243805         	4.6768886580e-32
0.22597922        	2.4894977728e-31
0.22757794        	1.2733596002e-30
0.22917666        	6.2840194381e-30
0.23077538        	3.0030777154e-29
0.2323741         	1.3939637819e-28
0.23397282        	6.3053441477e-28
0.23557154        	2.7891678109e-27
0.23717026        	1.2101373574e-26
0.23876898        	5.1566706058e-26
0.24036771        	2.1560453457e-25
0.24196643        	8.8158861480e-25
0.24356515        	3.5082941108e-24
0.24516387        	1.3521796348e-23
0.24676259        	5.0303639725e-23
0.24836131        	1.8040798213e-22
0.24996003        	6.2419196189e-22
0.25155875        	2.0876797406e-21
0.25315747        	6.7676236152e-21
0.2547562         	2.1319785618e-20
0.25635492        	6.5397039431e-20
0.25795364        	1.9541900901e-19
0.25955236        	5.6790103680e-19
0.26115108        	1.5986009094e-18
0.2627498         	4.3329989283e-18
0.26434852        	1.1226528168e-17
0.26594724        	2.7588088079e-17
0.26754596        	6.3839889594e-17
0.26914468        	1.3835055235e-16
0.27074341        	2.8002685203e-16
0.27234213        	5.2972962118e-16
0.27394085        	9.4086544559e-16
0.27553957        	1.5822401222e-15
0.27713829        	2.5477597039e-15
0.27873701        	3.9771716287e-15
0.28033573        	6.0881560816e-15
0.28193445        	9.2172153584e-15
0.28353317        	1.3863506153e-14
0.28513189        	2.0726740375e-14
0.28673062        	3.0727127587e-14
0.28832934        	4.4997053070e-14
0.28992806        	6.4850872018e-14
0.29152678        	9.1772497349e-14
0.2931255         	1.2748983271e-13
0.29472422        	1.7419520641e-13
0.29632294        	2.3491055102e-13
0.29792166        	3.1394044774e-13
0.29952038        	4.1731733329e-13
0.3011191         	5.5316476521e-13
0.30271783        	7.3196940139e-13
0.30431655        	9.6681539805e-13
0.30591527        	1.2736876478e-12
