# Region type :   patch branch_inlet
# Faces           : 195
# Area            : 7.2716837006e-03
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022270965      	-4.6602458462e-01
0.0102236         	-4.6664997421e-01
0.015156694       	-4.6941556839e-01
0.019678603       	-4.6946634517e-01
0.02411605        	-4.7330187400e-01
0.028161927       	-4.7522661084e-01
0.032114665       	-4.7535165371e-01
0.035709071       	-4.7639293889e-01
0.039030921       	-4.7683487683e-01
0.042308829       	-4.7773553590e-01
0.045544774       	-4.7943717734e-01
0.048709914       	-4.8048853620e-01
0.051834537       	-4.8080153497e-01
0.054872027       	-4.8127031645e-01
0.057795007       	-4.8169701636e-01
0.060656031       	-4.8211649137e-01
0.063485137       	-4.8291466761e-01
0.066262827       	-4.8382846093e-01
0.068977366       	-4.8436971931e-01
0.07162634        	-4.8464511514e-01
0.07420486        	-4.8487616411e-01
0.076724511       	-4.8500818499e-01
0.079216311       	-4.8513816250e-01
0.08169188        	-4.8548116757e-01
0.084154626       	-4.8598124217e-01
0.086611273       	-4.8640009754e-01
0.089046509       	-4.8669224838e-01
0.09145939        	-4.8690971883e-01
0.093834264       	-4.8701412591e-01
0.096163852       	-4.8706269575e-01
0.09848879        	-4.8719875714e-01
0.10080013        	-4.8742582377e-01
0.10308334        	-4.8763883218e-01
0.10536858        	-4.8782288797e-01
0.10765158        	-4.8798240056e-01
0.10992726        	-4.8807138078e-01
0.11219464        	-4.8812545127e-01
0.11445414        	-4.8823281687e-01
0.11670681        	-4.8838273108e-01
0.11895798        	-4.8853659314e-01
0.1212074         	-4.8869716879e-01
0.12345411        	-4.8882431181e-01
0.1256967         	-4.8889170969e-01
0.12793338        	-4.8896140594e-01
0.13016451        	-4.8905809707e-01
0.13239212        	-4.8916897038e-01
0.13461973        	-4.8930461297e-01
0.13684734        	-4.8942819481e-01
0.13907494        	-4.8950469576e-01
0.14130255        	-4.8957456064e-01
0.1435338         	-4.8965428574e-01
0.14577439        	-4.8975608357e-01
0.14803063        	-4.8989723108e-01
0.15030541        	-4.9003529694e-01
0.15259691        	-4.9016060046e-01
0.15489977        	-4.9029153845e-01
0.15720669        	-4.9042522581e-01
0.1595136         	-4.9057338695e-01
0.16182052        	-4.9070884857e-01
0.16412744        	-4.9081636821e-01
0.16643435        	-4.9092365137e-01
0.16874885        	-4.9104662189e-01
0.17107162        	-4.9119308439e-01
0.17340657        	-4.9134342988e-01
0.17575017        	-4.9148826407e-01
0.17810452        	-4.9165047906e-01
0.18045888        	-4.9182870634e-01
0.18281323        	-4.9200001473e-01
0.18515368        	-4.9214539420e-01
0.18748853        	-4.9228283487e-01
0.18980547        	-4.9242335953e-01
0.19212241        	-4.9254624340e-01
0.19440577        	-4.9263674059e-01
0.19668913        	-4.9271197262e-01
0.19897249        	-4.9276981849e-01
0.2012095         	-4.9278220872e-01
0.20337172        	-4.9274701746e-01
0.20547616        	-4.9267717027e-01
0.20750933        	-4.9255890458e-01
0.20945695        	-4.9236836221e-01
0.21130818        	-4.9208925379e-01
0.21305837        	-4.9170538512e-01
0.21470953        	-4.9121641760e-01
0.21626976        	-4.9064805679e-01
0.21775093        	-4.9004146814e-01
0.21916667        	-4.8942217845e-01
0.22052934        	-4.8879573886e-01
0.22184955        	-4.8815917368e-01
0.22313516        	-4.8751372794e-01
0.22439294        	-4.8686657162e-01
0.22562792        	-4.8622524849e-01
0.22684511        	-4.8559183322e-01
0.22804835        	-4.8496304361e-01
0.22924101        	-4.8433467818e-01
0.23042624        	-4.8370495708e-01
0.2316067         	-4.8307675842e-01
0.23278508        	-4.8245482348e-01
0.23396419        	-4.8184227151e-01
0.23514658        	-4.8123888607e-01
0.2363344         	-4.8064274006e-01
