time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct
12,0,0,nan,nan,0,0,nan,nan,0,0,nan,nan,6900647.3,6900647.3,6900647.3,6900647.3,6900647.3,6900647.3,6900651.8,6900651.9,6900651.9,6900651.8,6900651.9,6900651.9,6900000,6900000,6900000,6900000,6900000.2,6900000.2,6900331.4,6900458.1,6900458.1,6900331.4,6900458.3,6900458.3,647.30328,647.30484,647.30447,647.30289,647.13792,647.13792,320.39717,193.80162,193.80125,320.39678,193.6347,193.6347,-1.6823891,-0.030764817,1.681523,-0.031630899,-1.8810863
AVG,0,0,nan,nan,0,0,nan,nan,0,0,nan,nan,6900647.3,6900647.3,6900647.3,6900647.3,6900647.3,6900647.3,6900651.8,6900651.9,6900651.9,6900651.8,6900651.9,6900651.9,6900000,6900000,6900000,6900000,6900000.2,6900000.2,6900331.4,6900458.1,6900458.1,6900331.4,6900458.3,6900458.3,647.30328,647.30484,647.30447,647.30289,647.13792,647.13792,320.39717,193.80162,193.80125,320.39678,193.6347,193.6347,-1.6823891,-0.030764817,1.681523,-0.031630899,-1.8810863
