# Region type :   patch outlet
# Faces           : 387
# Area            : 8.2961617386e-02
# Scale factor    : 1.0000000000e+00
# Time            	areaAverage(p_rgh)
0.0022270965      	6.9000000000e+06
0.0102236         	6.9000000000e+06
0.015156694       	6.9000000000e+06
0.019678603       	6.9000000000e+06
0.02411605        	6.9000000000e+06
0.028161927       	6.9000000000e+06
0.032114665       	6.9000000000e+06
0.035709071       	6.9000000000e+06
0.039030921       	6.9000000000e+06
0.042308829       	6.9000000000e+06
0.045544774       	6.9000000000e+06
0.048709914       	6.9000000000e+06
0.051834537       	6.9000000000e+06
0.054872027       	6.9000000000e+06
0.057795007       	6.9000000000e+06
0.060656031       	6.9000000000e+06
0.063485137       	6.9000000000e+06
0.066262827       	6.9000000000e+06
0.068977366       	6.9000000000e+06
0.07162634        	6.9000000000e+06
0.07420486        	6.9000000000e+06
0.076724511       	6.9000000000e+06
0.079216311       	6.9000000000e+06
0.08169188        	6.9000000000e+06
0.084154626       	6.9000000000e+06
0.086611273       	6.9000000000e+06
0.089046509       	6.9000000000e+06
0.09145939        	6.9000000000e+06
0.093834264       	6.9000000000e+06
0.096163852       	6.9000000000e+06
0.09848879        	6.9000000000e+06
0.10080013        	6.9000000000e+06
0.10308334        	6.9000000000e+06
0.10536858        	6.9000000000e+06
0.10765158        	6.9000000000e+06
0.10992726        	6.9000000000e+06
0.11219464        	6.9000000000e+06
0.11445414        	6.9000000000e+06
0.11670681        	6.9000000000e+06
0.11895798        	6.9000000000e+06
0.1212074         	6.9000000000e+06
0.12345411        	6.9000000000e+06
0.1256967         	6.9000000000e+06
0.12793338        	6.9000000000e+06
0.13016451        	6.9000000000e+06
0.13239212        	6.9000000000e+06
0.13461973        	6.9000000000e+06
0.13684734        	6.9000000000e+06
0.13907494        	6.9000000000e+06
0.14130255        	6.9000000000e+06
0.1435338         	6.9000000000e+06
0.14577439        	6.9000000000e+06
0.14803063        	6.9000000000e+06
0.15030541        	6.9000000000e+06
0.15259691        	6.9000000000e+06
0.15489977        	6.9000000000e+06
0.15720669        	6.9000000000e+06
0.1595136         	6.9000000000e+06
0.16182052        	6.9000000000e+06
0.16412744        	6.9000000000e+06
0.16643435        	6.9000000000e+06
0.16874885        	6.9000000000e+06
0.17107162        	6.9000000000e+06
0.17340657        	6.9000000000e+06
0.17575017        	6.9000000000e+06
0.17810452        	6.9000000000e+06
0.18045888        	6.9000000000e+06
0.18281323        	6.9000000000e+06
0.18515368        	6.9000000000e+06
0.18748853        	6.9000000000e+06
0.18980547        	6.9000000000e+06
0.19212241        	6.9000000000e+06
0.19440577        	6.9000000000e+06
0.19668913        	6.9000000000e+06
0.19897249        	6.9000000000e+06
0.2012095         	6.9000000000e+06
0.20337172        	6.9000000000e+06
0.20547616        	6.9000000000e+06
0.20750933        	6.9000000000e+06
0.20945695        	6.9000000000e+06
0.21130818        	6.9000000000e+06
0.21305837        	6.9000000000e+06
0.21470953        	6.9000000000e+06
0.21626976        	6.9000000000e+06
0.21775093        	6.9000000000e+06
0.21916667        	6.9000000000e+06
0.22052934        	6.9000000000e+06
0.22184955        	6.9000000000e+06
0.22313516        	6.9000000000e+06
0.22439294        	6.9000000000e+06
0.22562792        	6.9000000000e+06
0.22684511        	6.9000000000e+06
0.22804835        	6.9000000000e+06
0.22924101        	6.9000000000e+06
0.23042624        	6.9000000000e+06
0.2316067         	6.9000000000e+06
0.23278508        	6.9000000000e+06
0.23396419        	6.9000000000e+06
0.23514658        	6.9000000000e+06
0.2363344         	6.9000000000e+06
0.23752952        	6.9000000000e+06
0.23873346        	6.9000000000e+06
0.23994754        	6.9000000000e+06
0.24117271        	6.9000000000e+06
0.24240961        	6.9000000000e+06
0.24365871        	6.9000000000e+06
0.24491969        	6.9000000000e+06
0.24619224        	6.9000000000e+06
0.24747572        	6.9000000000e+06
0.24876939        	6.9000000000e+06
0.25007268        	6.9000000000e+06
0.2513853         	6.9000000000e+06
0.25270712        	6.9000000000e+06
0.25403796        	6.9000000000e+06
0.2553785         	6.9000000000e+06
0.25672991        	6.9000000000e+06
0.25809369        	6.9000000000e+06
0.25947148        	6.9000000000e+06
0.26086529        	6.9000000000e+06
0.2622767         	6.9000000000e+06
0.26370752        	6.9000000000e+06
0.26515866        	6.9000000000e+06
0.26663128        	6.9000000000e+06
0.26812514        	6.9000000000e+06
0.26964012        	6.9000000000e+06
0.27117618        	6.9000000000e+06
0.27273295        	6.9000000000e+06
0.27431022        	6.9000000000e+06
0.27590758        	6.9000000000e+06
0.27752558        	6.9000000000e+06
0.27916334        	6.9000000000e+06
0.28082095        	6.9000000000e+06
0.28249773        	6.9000000000e+06
0.28419272        	6.9000000000e+06
0.28590558        	6.9000000000e+06
0.28763367        	6.9000000000e+06
0.28937751        	6.9000000000e+06
0.29113416        	6.9000000000e+06
0.29290733        	6.9000000000e+06
0.29469847        	6.9000000000e+06
0.2964956         	6.9000000000e+06
0.29834002        	6.9000000000e+06
0.30018753        	6.9000000000e+06
0.30208276        	6.9000000000e+06
0.30401868        	6.9000000000e+06
0.30599956        	6.9000000000e+06
