# Region type :   patch branch_inlet
# Faces           : 281
# Area            : 1.2977003709e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	-5.3645693940e-01
0.01108658        	-5.3654792787e-01
0.02050321        	-5.4065068785e-01
0.028212545       	-5.4169978781e-01
0.034384994       	-5.4367754590e-01
0.039952598       	-5.4372662569e-01
0.045143099       	-5.4458925553e-01
0.049837234       	-5.4515426083e-01
0.054418945       	-5.4547547860e-01
0.058905116       	-5.4623765031e-01
0.063195479       	-5.4669743983e-01
0.067309612       	-5.4680045939e-01
0.071209283       	-5.4702421226e-01
0.074872269       	-5.4724998764e-01
0.078380861       	-5.4726797107e-01
0.081825014       	-5.4719330410e-01
0.085235011       	-5.4716693559e-01
0.088586129       	-5.4714156888e-01
0.091871681       	-5.4708553138e-01
0.095108664       	-5.4707559743e-01
0.098264365       	-5.4710788689e-01
0.10139702        	-5.4707450945e-01
0.10448676        	-5.4691681403e-01
0.10757281        	-5.4668563188e-01
0.1106578         	-5.4646344212e-01
0.11373802        	-5.4628444436e-01
0.1168172         	-5.4616073275e-01
0.11990702        	-5.4610767406e-01
0.12301363        	-5.4609795667e-01
0.12613724        	-5.4605998842e-01
0.12927376        	-5.4595165940e-01
0.13241715        	-5.4579563816e-01
0.13556787        	-5.4563519245e-01
0.13872293        	-5.4549603694e-01
0.14189899        	-5.4539886804e-01
0.14511484        	-5.4535842356e-01
0.14839293        	-5.4535377095e-01
0.1517551         	-5.4535063423e-01
0.1552117         	-5.4535318308e-01
0.15875193        	-5.4539759865e-01
0.1623481         	-5.4550068001e-01
0.16598851        	-5.4564872347e-01
0.16968364        	-5.4580455044e-01
0.17345618        	-5.4593483806e-01
0.17731237        	-5.4606514081e-01
0.18124596        	-5.4626409498e-01
0.18523106        	-5.4655978120e-01
0.18922267        	-5.4690074283e-01
0.19321427        	-5.4719469903e-01
0.19720588        	-5.4739578658e-01
0.20116241        	-5.4755039004e-01
0.20500912        	-5.4772595060e-01
0.20882157        	-5.4793974359e-01
0.21261224        	-5.4815743107e-01
0.21637508        	-5.4833190225e-01
0.22009389        	-5.4845461262e-01
0.22375008        	-5.4854867908e-01
0.22733193        	-5.4863298101e-01
0.23083563        	-5.4870054818e-01
0.23426209        	-5.4872657576e-01
0.23761862        	-5.4869673595e-01
0.24091576        	-5.4862232917e-01
0.24416583        	-5.4853099726e-01
0.24737947        	-5.4844663416e-01
0.25056156        	-5.4837223321e-01
0.25371219        	-5.4828954720e-01
0.25682784        	-5.4817725736e-01
0.25991068        	-5.4802855126e-01
0.26296715        	-5.4785643378e-01
0.26600861        	-5.4768340824e-01
0.2690443         	-5.4752557051e-01
0.27209412        	-5.4738250507e-01
0.27515607        	-5.4724481174e-01
0.27822642        	-5.4710335431e-01
0.28131487        	-5.4695802379e-01
0.28440332        	-5.4681775733e-01
0.28749735        	-5.4668795350e-01
0.29062302        	-5.4656523298e-01
0.29374868        	-5.4644549861e-01
0.29687434        	-5.4632772417e-01
0.3               	-5.4621807349e-01
0.30319689        	-5.4612244045e-01
0.30643367        	-5.4604544536e-01
0.30972085        	-5.4598944684e-01
0.3130681         	-5.4595746167e-01
0.31648039        	-5.4595579265e-01
0.31995617        	-5.4598316315e-01
0.32349099        	-5.4602979005e-01
0.32707836        	-5.4608897864e-01
0.33071905        	-5.4616540684e-01
0.33442014        	-5.4626815730e-01
0.33818603        	-5.4640004608e-01
0.34201171        	-5.4655809646e-01
0.34587393        	-5.4673257367e-01
0.34974008        	-5.4690745899e-01
0.35359475        	-5.4707125091e-01
0.35742003        	-5.4722273339e-01
0.36121214        	-5.4736324668e-01
0.3649693         	-5.4749096637e-01
0.36868745        	-5.4760378284e-01
0.37235843        	-5.4769951143e-01
0.37597042        	-5.4777289874e-01
0.37950757        	-5.4781910581e-01
0.38295486        	-5.4783304162e-01
0.38629211        	-5.4780862347e-01
0.38949914        	-5.4774221136e-01
0.39256477        	-5.4763329696e-01
0.39547295        	-5.4748328303e-01
0.39823162        	-5.4729324958e-01
0.40088689        	-5.4706043149e-01
0.40331628        	-5.4679926906e-01
0.40560007        	-5.4650040070e-01
0.40775298        	-5.4616031311e-01
0.40979087        	-5.4578620081e-01
0.4117317         	-5.4538579140e-01
0.4135924         	-5.4496285961e-01
0.41538896        	-5.4452300735e-01
0.41713471        	-5.4406953937e-01
0.41884155        	-5.4360665635e-01
0.42052049        	-5.4313951330e-01
0.42218103        	-5.4267041001e-01
0.42383182        	-5.4220134100e-01
0.42548075        	-5.4173448287e-01
0.42713512        	-5.4127179149e-01
0.42880162        	-5.4081558327e-01
0.4304866         	-5.4036874032e-01
0.43219627        	-5.3993330544e-01
0.43393636        	-5.3951002312e-01
0.43571179        	-5.3910030701e-01
0.43752708        	-5.3870533413e-01
0.4393863         	-5.3832577135e-01
0.44129276        	-5.3796271149e-01
0.44324941        	-5.3761620645e-01
0.44525961        	-5.3728636011e-01
0.44732637        	-5.3697386301e-01
0.44945299        	-5.3667984782e-01
0.45164323        	-5.3640559945e-01
0.45390072        	-5.3615220481e-01
0.45623039        	-5.3592150175e-01
0.45863959        	-5.3571634688e-01
0.46113765        	-5.3554036047e-01
0.46373475        	-5.3539853377e-01
0.46644563        	-5.3529725006e-01
0.46928511        	-5.3524478536e-01
0.47226941        	-5.3524728186e-01
0.47540545        	-5.3530854036e-01
0.4786896         	-5.3542558032e-01
0.48210562        	-5.3558805790e-01
0.48562617        	-5.3578327145e-01
0.48924567        	-5.3600654067e-01
0.49296371        	-5.3626387630e-01
0.49676711        	-5.3656284984e-01
0.50059445        	-5.3689508075e-01
0.50457432        	-5.3724924622e-01
0.50851467        	-5.3757416538e-01
0.5123496         	-5.3784032344e-01
0.51606111        	-5.3804697616e-01
0.51966704        	-5.3820911556e-01
0.52319545        	-5.3834292913e-01
0.52666731        	-5.3845868044e-01
0.53009177        	-5.3856024720e-01
0.53346904        	-5.3864623876e-01
0.53679019        	-5.3871219239e-01
0.540045          	-5.3875179809e-01
0.54322257        	-5.3876061929e-01
0.54631741        	-5.3873593089e-01
0.54933017        	-5.3867826167e-01
0.55226742        	-5.3859133336e-01
0.55513806        	-5.3848021206e-01
0.55795113        	-5.3835047981e-01
0.56071618        	-5.3820671361e-01
0.56344098        	-5.3805214629e-01
0.56613075        	-5.3788867405e-01
0.5687863         	-5.3771704525e-01
0.57140946        	-5.3753711376e-01
