# Region type :   patch main_inlet
# Faces           : 348
# Area            : 8.2964479394e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022170817      	-3.3865708809e+01
0.0092645224      	-3.3867258648e+01
0.012884978       	-3.3870007861e+01
0.01665343        	-3.3876155525e+01
0.02034513        	-3.3882417913e+01
0.023827774       	-3.3888109102e+01
0.026932755       	-3.3889174601e+01
0.029800094       	-3.3888371185e+01
0.032644938       	-3.3888119825e+01
0.035440331       	-3.3886799343e+01
0.038180787       	-3.3885901341e+01
0.040808217       	-3.3886317271e+01
0.04332293        	-3.3886666647e+01
0.045797501       	-3.3886753457e+01
0.048249661       	-3.3886954426e+01
0.050679937       	-3.3887286786e+01
0.053068241       	-3.3887944610e+01
0.055391807       	-3.3888622848e+01
0.057672178       	-3.3888899763e+01
0.059928923       	-3.3888952802e+01
0.062169282       	-3.3888936568e+01
0.064385178       	-3.3888734382e+01
0.066552414       	-3.3888047238e+01
0.068669953       	-3.3885921394e+01
0.070748606       	-3.3880526738e+01
0.072802602       	-3.3868574570e+01
0.074841967       	-3.3844494549e+01
0.076862847       	-3.3801858750e+01
0.078865375       	-3.3737388082e+01
0.080852916       	-3.3655631415e+01
0.082835943       	-3.3570349363e+01
0.084808823       	-3.3500786763e+01
0.086769955       	-3.3460318617e+01
0.088710805       	-3.3447653934e+01
0.090635898       	-3.3448828594e+01
0.092546939       	-3.3450342159e+01
0.094441831       	-3.3447992945e+01
0.096325956       	-3.3443829134e+01
0.098210081       	-3.3439745432e+01
0.10009234        	-3.3435959111e+01
0.10193606        	-3.3432462017e+01
0.10377045        	-3.3429469936e+01
0.1055933         	-3.3427333959e+01
0.10740469        	-3.3426245417e+01
0.1091993         	-3.3426155370e+01
0.11096708        	-3.3426809037e+01
0.11269826        	-3.3427928854e+01
0.11438189        	-3.3429293028e+01
0.11599914        	-3.3430656560e+01
0.11752921        	-3.3431759357e+01
0.11895562        	-3.3432480134e+01
0.12026773        	-3.3432896591e+01
0.12146381        	-3.3433171923e+01
0.12255363        	-3.3433430930e+01
0.12355483        	-3.3433727936e+01
0.12448666        	-3.3434073210e+01
0.1253662         	-3.3434462381e+01
0.12620686        	-3.3434890872e+01
0.12701895        	-3.3435357510e+01
0.12781052        	-3.3435863603e+01
0.12858771        	-3.3436411760e+01
0.12935518        	-3.3437007157e+01
0.1301165         	-3.3437661063e+01
0.13087418        	-3.3438394760e+01
0.13163003        	-3.3439241191e+01
0.1323855         	-3.3440241388e+01
0.13314171        	-3.3441432779e+01
0.13389981        	-3.3442831615e+01
0.13466077        	-3.3444414540e+01
0.13542549        	-3.3446110977e+01
0.13619471        	-3.3447813502e+01
0.13696887        	-3.3449405811e+01
0.13774839        	-3.3450796320e+01
0.13853367        	-3.3451937576e+01
0.1393253         	-3.3452823012e+01
