time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct,H2_mean_area_tavg,H2_std_area_tavg,H2_CoV_area_tavg,H2_Is_area_tavg,H2_mean_mass_tavg,H2_std_mass_tavg,H2_CoV_mass_tavg,H2_Is_mass_tavg,H2_mean_vol_tavg,H2_std_vol_tavg,H2_CoV_vol_tavg,H2_Is_vol_tavg,p_rgh_inlet_ts_n,p_rgh_inlet_ts_mean,p_rgh_inlet_ts_std,p_rgh_inlet_ts_tmin,p_rgh_inlet_ts_tmax,p_rgh_outlet_ts_n,p_rgh_outlet_ts_mean,p_rgh_outlet_ts_std,p_rgh_outlet_ts_tmin,p_rgh_outlet_ts_tmax,H2_outletAvg_ts_n,H2_outletAvg_ts_mean,H2_outletAvg_ts_std,H2_outletAvg_ts_tmin,H2_outletAvg_ts_tmax,outletFlux_ts_n,outletFlux_ts_mean,outletFlux_ts_std,outletFlux_ts_tmin,outletFlux_ts_tmax,inletOutletFlux_ts_n,inletOutletFlux_ts_mean,dP_prgh_area_ts
1.2,0.029852835,0.0026366231,0.088320694,0.00024003409,0.029843614,0.0026117453,0.087514377,0.00023559631,0.029882914,0.0026023466,0.087084766,0.00023360556,6913609.1,6913609.5,6913609.5,6913609.1,6913609.5,6913609.5,6915417.1,6915464.9,6915464.9,6915417.1,6915464.9,6915464.9,6900000,6900000,6900000,6900000.4,6899999.6,6899999.1,6901857.1,6901864.7,6901864.8,6901857.5,6901864.2,6901863.9,13609.129,13609.476,13609.476,13608.707,13609.913,13610.326,13560.012,13600.225,13600.126,13559.59,13600.662,13600.976,-33.714512,-1.0288784,31.095296,-3.6480939,-11.73198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG,0.029852835,0.0026366231,0.088320694,0.00024003409,0.029843614,0.0026117453,0.087514377,0.00023559631,0.029882914,0.0026023466,0.087084766,0.00023360556,6913609.1,6913609.5,6913609.5,6913609.1,6913609.5,6913609.5,6915417.1,6915464.9,6915464.9,6915417.1,6915464.9,6915464.9,6900000,6900000,6900000,6900000.4,6899999.6,6899999.1,6901857.1,6901864.7,6901864.8,6901857.5,6901864.2,6901863.9,13609.129,13609.476,13609.476,13608.707,13609.913,13610.326,13560.012,13600.225,13600.126,13559.59,13600.662,13600.976,-33.714512,-1.0288784,31.095296,-3.6480939,-11.73198,0.029852835,0.0026366231,0.088320694,0.00024003409,0.029843614,0.0026117453,0.087514377,0.00023559631,0.029882914,0.0026023466,0.087084766,0.00023360556,493,6899324.9,19860.509,0.80073273,1.1997504,493,6900000.5,0.079243957,0.80073273,1.1997504,493,0.029929219,0.00053416367,0.80073273,1.1997504,493,34.885528,6.1984818,0.80073273,1.1997504,0,nan,-675.53276
