time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct,H2_mean_area_tavg,H2_std_area_tavg,H2_CoV_area_tavg,H2_Is_area_tavg,H2_mean_mass_tavg,H2_std_mass_tavg,H2_CoV_mass_tavg,H2_Is_mass_tavg,H2_mean_vol_tavg,H2_std_vol_tavg,H2_CoV_vol_tavg,H2_Is_vol_tavg,p_rgh_inlet_ts_n,p_rgh_inlet_ts_mean,p_rgh_inlet_ts_std,p_rgh_inlet_ts_tmin,p_rgh_inlet_ts_tmax,p_rgh_outlet_ts_n,p_rgh_outlet_ts_mean,p_rgh_outlet_ts_std,p_rgh_outlet_ts_tmin,p_rgh_outlet_ts_tmax,H2_outletAvg_ts_n,H2_outletAvg_ts_mean,H2_outletAvg_ts_std,H2_outletAvg_ts_tmin,H2_outletAvg_ts_tmax,outletFlux_ts_n,outletFlux_ts_mean,outletFlux_ts_std,outletFlux_ts_tmin,outletFlux_ts_tmax,inletOutletFlux_ts_n,inletOutletFlux_ts_mean,dP_prgh_area_ts
1.2,0.010938256,0.0030383206,0.27777012,0.00085328817,0.010803198,0.0029997708,0.27767435,0.00084205631,0.010861431,0.0030073109,0.2768798,0.00084180685,6873294.4,6873294.9,6873294.9,6873294.4,6873294.9,6873294.9,6875091.9,6875139.5,6875139.5,6875091.9,6875139.5,6875139.5,6900000,6900000,6900000,6899999.1,6899996.8,6899997.7,6902074,6902088.6,6902086.1,6902073.2,6902085.4,6902083.7,-26705.559,-26705.138,-26705.138,-26704.695,-26701.978,-26702.823,-26982.144,-26949.116,-26946.582,-26981.281,-26945.955,-26944.267,-33.517914,-0.37197826,34.886572,0.99667964,2.8569148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG,0.010938256,0.0030383206,0.27777012,0.00085328817,0.010803198,0.0029997708,0.27767435,0.00084205631,0.010861431,0.0030073109,0.2768798,0.00084180685,6873294.4,6873294.9,6873294.9,6873294.4,6873294.9,6873294.9,6875091.9,6875139.5,6875139.5,6875091.9,6875139.5,6875139.5,6900000,6900000,6900000,6899999.1,6899996.8,6899997.7,6902074,6902088.6,6902086.1,6902073.2,6902085.4,6902083.7,-26705.559,-26705.138,-26705.138,-26704.695,-26701.978,-26702.823,-26982.144,-26949.116,-26946.582,-26981.281,-26945.955,-26944.267,-33.517914,-0.37197826,34.886572,0.99667964,2.8569148,0.010938256,0.0030383206,0.27777012,0.00085328817,0.010803198,0.0029997708,0.27767435,0.00084205631,0.010861431,0.0030073109,0.2768798,0.00084180685,389,6901893,27347.116,0.80070845,1.1997024,389,6899999.6,0.53080054,0.80070845,1.1997024,389,0.01172496,0.0012501895,0.80070845,1.1997024,389,35.22893,8.1105979,0.80070845,1.1997024,0,nan,1893.4109
