time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct,H2_mean_area_tavg,H2_std_area_tavg,H2_CoV_area_tavg,H2_Is_area_tavg,H2_mean_mass_tavg,H2_std_mass_tavg,H2_CoV_mass_tavg,H2_Is_mass_tavg,H2_mean_vol_tavg,H2_std_vol_tavg,H2_CoV_vol_tavg,H2_Is_vol_tavg,p_rgh_inlet_ts_n,p_rgh_inlet_ts_mean,p_rgh_inlet_ts_std,p_rgh_inlet_ts_tmin,p_rgh_inlet_ts_tmax,p_rgh_outlet_ts_n,p_rgh_outlet_ts_mean,p_rgh_outlet_ts_std,p_rgh_outlet_ts_tmin,p_rgh_outlet_ts_tmax,H2_outletAvg_ts_n,H2_outletAvg_ts_mean,H2_outletAvg_ts_std,H2_outletAvg_ts_tmin,H2_outletAvg_ts_tmax,outletFlux_ts_n,outletFlux_ts_mean,outletFlux_ts_std,outletFlux_ts_tmin,outletFlux_ts_tmax,inletOutletFlux_ts_n,inletOutletFlux_ts_mean,dP_prgh_area_ts
1.2,0.018382616,0.0056504716,0.30738126,0.0017693748,0.018273898,0.0055906191,0.30593468,0.0017422011,0.018466834,0.0055293348,0.29941975,0.0016867408,6893310.3,6893310.8,6893310.8,6893310.3,6893310.8,6893310.8,6895113,6895160.8,6895160.8,6895113,6895160.8,6895160.8,6900000,6900000,6900000,6900000.3,6899999.1,6899998.8,6903112.4,6903127,6903126.6,6903112.7,6903126.1,6903125.3,-6689.6487,-6689.1949,-6689.1953,-6689.9934,-6688.2972,-6687.9597,-7999.3502,-7966.2356,-7965.7926,-7999.695,-7965.3379,-7964.557,-33.615524,-0.63552697,41.816282,7.5652302,18.09159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVG,0.018382616,0.0056504716,0.30738126,0.0017693748,0.018273898,0.0055906191,0.30593468,0.0017422011,0.018466834,0.0055293348,0.29941975,0.0016867408,6893310.3,6893310.8,6893310.8,6893310.3,6893310.8,6893310.8,6895113,6895160.8,6895160.8,6895113,6895160.8,6895160.8,6900000,6900000,6900000,6900000.3,6899999.1,6899998.8,6903112.4,6903127,6903126.6,6903112.7,6903126.1,6903125.3,-6689.6487,-6689.1949,-6689.1953,-6689.9934,-6688.2972,-6687.9597,-7999.3502,-7966.2356,-7965.7926,-7999.695,-7965.3379,-7964.557,-33.615524,-0.63552697,41.816282,7.5652302,18.09159,0.018382616,0.0056504716,0.30738126,0.0017693748,0.018273898,0.0055906191,0.30593468,0.0017422011,0.018466834,0.0055293348,0.29941975,0.0016867408,165,6903609,19516.763,0.80113618,1.2,165,6899999.8,0.41758923,0.80113618,1.2,165,0.01609254,0.0048980613,0.80113618,1.2,165,35.322343,6.1834993,0.80113618,1.2,0,nan,3609.2007
