# Region type :   patch main_inlet
# Faces           : 348
# Area            : 8.2964479394e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	-3.3866181362e+01
0.01108658        	-3.3873839137e+01
0.02050321        	-3.3907085781e+01
0.028212545       	-3.3914331050e+01
0.034384994       	-3.3913081229e+01
0.039952598       	-3.3906683268e+01
0.045143099       	-3.3909329654e+01
0.049837234       	-3.3911247336e+01
0.054418945       	-3.3911828109e+01
0.058905116       	-3.3914724299e+01
0.063195479       	-3.3914720133e+01
0.067309612       	-3.3909445790e+01
0.071209283       	-3.3895270187e+01
0.074872269       	-3.3862905462e+01
0.078380861       	-3.3802368673e+01
0.081825014       	-3.3711376276e+01
0.085235011       	-3.3605697297e+01
0.088586129       	-3.3518057152e+01
0.091871681       	-3.3471769466e+01
0.095108664       	-3.3458559449e+01
0.098264365       	-3.3452545526e+01
0.10139702        	-3.3441575092e+01
0.10448676        	-3.3430603750e+01
0.10757281        	-3.3424429957e+01
0.1106578         	-3.3422573295e+01
0.11373802        	-3.3423308779e+01
0.1168172         	-3.3425762156e+01
0.11990702        	-3.3429009414e+01
0.12301363        	-3.3431473355e+01
0.12613724        	-3.3432104657e+01
0.12927376        	-3.3431399865e+01
0.13241715        	-3.3430179735e+01
0.13556787        	-3.3428197528e+01
0.13872293        	-3.3425064490e+01
0.14189899        	-3.3421903032e+01
0.14511484        	-3.3421426990e+01
0.14839293        	-3.3427118925e+01
0.1517551         	-3.3443748106e+01
0.1552117         	-3.3478451537e+01
0.15875193        	-3.3538215194e+01
0.1623481         	-3.3621572731e+01
0.16598851        	-3.3712115337e+01
0.16968364        	-3.3785288429e+01
0.17345618        	-3.3827379517e+01
0.17731237        	-3.3846267087e+01
0.18124596        	-3.3858830391e+01
0.18523106        	-3.3871183120e+01
0.18922267        	-3.3878983446e+01
0.19321427        	-3.3879644025e+01
0.19720588        	-3.3875033735e+01
0.20116241        	-3.3868626262e+01
0.20500912        	-3.3863595536e+01
0.20882157        	-3.3861275354e+01
0.21261224        	-3.3861646088e+01
0.21637508        	-3.3864275107e+01
0.22009389        	-3.3868300092e+01
0.22375008        	-3.3871243653e+01
0.22733193        	-3.3868916250e+01
0.23083563        	-3.3856728571e+01
0.23426209        	-3.3831013330e+01
0.23761862        	-3.3790047741e+01
0.24091576        	-3.3735307599e+01
0.24416583        	-3.3672291451e+01
0.24737947        	-3.3609650249e+01
0.25056156        	-3.3556255442e+01
0.25371219        	-3.3517347320e+01
0.25682784        	-3.3492439105e+01
0.25991068        	-3.3476827489e+01
0.26296715        	-3.3465591202e+01
0.26600861        	-3.3456459464e+01
0.2690443         	-3.3449816027e+01
0.27209412        	-3.3446853680e+01
0.27515607        	-3.3447979967e+01
0.27822642        	-3.3452303134e+01
0.28131487        	-3.3458181120e+01
0.28440332        	-3.3463867883e+01
0.28749735        	-3.3468113195e+01
0.29062302        	-3.3470265611e+01
0.29374868        	-3.3470123587e+01
0.29687434        	-3.3467956661e+01
0.3               	-3.3464568325e+01
0.30319689        	-3.3461533016e+01
0.30643367        	-3.3461691712e+01
0.30972085        	-3.3468772860e+01
0.3130681         	-3.3486736992e+01
0.31648039        	-3.3518680562e+01
0.31995617        	-3.3565282441e+01
0.32349099        	-3.3623141073e+01
0.32707836        	-3.3684425186e+01
0.33071905        	-3.3739633447e+01
0.33442014        	-3.3782150338e+01
0.33818603        	-3.3811182400e+01
0.34201171        	-3.3830441012e+01
0.34587393        	-3.3843688542e+01
0.34974008        	-3.3851791171e+01
0.35359475        	-3.3853902456e+01
0.35742003        	-3.3850196783e+01
0.36121214        	-3.3842826455e+01
0.3649693         	-3.3834816962e+01
0.36868745        	-3.3828675652e+01
0.37235843        	-3.3825738851e+01
0.37597042        	-3.3826121375e+01
0.37950757        	-3.3828795957e+01
0.38295486        	-3.3831682560e+01
0.38629211        	-3.3831975767e+01
0.38949914        	-3.3826911921e+01
0.39256477        	-3.3814650308e+01
0.39547295        	-3.3794864926e+01
0.39823162        	-3.3768521504e+01
0.40088689        	-3.3737023310e+01
0.40331628        	-3.3704383954e+01
0.40560007        	-3.3672065242e+01
0.40775298        	-3.3641779147e+01
0.40979087        	-3.3614635056e+01
0.4117317         	-3.3591160326e+01
0.4135924         	-3.3571530632e+01
0.41538896        	-3.3555546503e+01
0.41713471        	-3.3542719081e+01
0.41884155        	-3.3532587928e+01
0.42052049        	-3.3524672966e+01
0.42218103        	-3.3518484982e+01
0.42383182        	-3.3513621852e+01
0.42548075        	-3.3509800580e+01
0.42713512        	-3.3506856599e+01
0.42880162        	-3.3504724825e+01
0.4304866         	-3.3503408217e+01
0.43219627        	-3.3502940237e+01
0.43393636        	-3.3503350606e+01
0.43571179        	-3.3504628750e+01
0.43752708        	-3.3506697116e+01
0.4393863         	-3.3509395286e+01
0.44129276        	-3.3512474899e+01
0.44324941        	-3.3515617922e+01
0.44525961        	-3.3518471103e+01
0.44732637        	-3.3520674824e+01
0.44945299        	-3.3521890336e+01
0.45164323        	-3.3521835062e+01
0.45390072        	-3.3520329136e+01
0.45623039        	-3.3517356837e+01
0.45863959        	-3.3513128460e+01
0.46113765        	-3.3508168342e+01
0.46373475        	-3.3503400277e+01
0.46644563        	-3.3500210948e+01
0.46928511        	-3.3500510087e+01
0.47226941        	-3.3506681257e+01
0.47540545        	-3.3521137098e+01
0.4786896         	-3.3545400641e+01
0.48210562        	-3.3579008800e+01
0.48562617        	-3.3618814761e+01
0.48924567        	-3.3659874831e+01
0.49296371        	-3.3696945541e+01
0.49676711        	-3.3726310140e+01
0.50059445        	-3.3746942543e+01
0.50457432        	-3.3760834562e+01
0.50851467        	-3.3769010748e+01
0.5123496         	-3.3772742898e+01
0.51606111        	-3.3773186057e+01
0.51966704        	-3.3771654306e+01
0.52319545        	-3.3769827176e+01
0.52666731        	-3.3769199452e+01
0.53009177        	-3.3770812539e+01
0.53346904        	-3.3775063632e+01
0.53679019        	-3.3781581015e+01
0.540045          	-3.3789215266e+01
0.54322257        	-3.3796187690e+01
0.54631741        	-3.3800480288e+01
0.54933017        	-3.3800323435e+01
0.55226742        	-3.3794550471e+01
0.55513806        	-3.3782739974e+01
0.55795113        	-3.3765235692e+01
0.56071618        	-3.3743049907e+01
0.56344098        	-3.3717693188e+01
0.56613075        	-3.3690936454e+01
0.5687863         	-3.3664559949e+01
0.57140946        	-3.3640054205e+01
0.57400226        	-3.3618460668e+01
0.57656768        	-3.3600296095e+01
0.57910949        	-3.3585607577e+01
0.58164167        	-3.3574097254e+01
0.58415727        	-3.3565439770e+01
0.58667984        	-3.3559189900e+01
0.58921702        	-3.3555016056e+01
0.59176983        	-3.3552596667e+01
0.59434176        	-3.3551545991e+01
0.59691369        	-3.3551387307e+01
0.59948561        	-3.3551534404e+01
0.6021161         	-3.3551377642e+01
0.60477917        	-3.3550308262e+01
0.60746231        	-3.3547845984e+01
0.61016623        	-3.3543744156e+01
0.6128942         	-3.3538011987e+01
0.61565135        	-3.3530995822e+01
0.61844439        	-3.3523409739e+01
0.62128171        	-3.3516278097e+01
0.62417223        	-3.3510935872e+01
0.62712529        	-3.3508956567e+01
0.63014758        	-3.3511936503e+01
0.63324246        	-3.3521190644e+01
0.63640887        	-3.3537369287e+01
0.63964201        	-3.3560078862e+01
0.64293594        	-3.3587728981e+01
0.64628787        	-3.3617812393e+01
0.64969778        	-3.3647485007e+01
0.65316704        	-3.3674241593e+01
0.65668961        	-3.3696378273e+01
0.66024871        	-3.3713196862e+01
0.66381385        	-3.3724880163e+01
0.66735575        	-3.3732222243e+01
0.67084719        	-3.3736339964e+01
0.67428093        	-3.3738532445e+01
0.67766056        	-3.3740095182e+01
0.68099113        	-3.3742146326e+01
0.68428003        	-3.3745532482e+01
0.68753137        	-3.3750743207e+01
0.69074616        	-3.3757803402e+01
0.69393315        	-3.3766235803e+01
0.69704436        	-3.3774917289e+01
0.70015221        	-3.3782724306e+01
0.70316378        	-3.3788040103e+01
0.7061168         	-3.3789784899e+01
0.70901312        	-3.3787163700e+01
0.71185738        	-3.3779860492e+01
0.71465317        	-3.3768054795e+01
0.71740745        	-3.3752333371e+01
0.72012371        	-3.3733674551e+01
0.72280578        	-3.3713239189e+01
0.72545677        	-3.3692230314e+01
0.72807955        	-3.3671751314e+01
0.73067701        	-3.3652693950e+01
0.73325324        	-3.3635686553e+01
0.73581221        	-3.3621105259e+01
0.73835903        	-3.3609087960e+01
0.74089931        	-3.3599577780e+01
0.74343751        	-3.3592370874e+01
0.74598083        	-3.3587143380e+01
0.74853229        	-3.3583499575e+01
0.75109648        	-3.3580979722e+01
0.75367559        	-3.3579081060e+01
0.75627023        	-3.3577288913e+01
0.75888116        	-3.3575114466e+01
0.76150878        	-3.3572128574e+01
0.76415401        	-3.3568013450e+01
0.76681745        	-3.3562622221e+01
