# Region type :   patch outlet
# Faces           : 387
# Area            : 8.2961617386e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	1.9172057960e+01
0.011040624       	1.9159927639e+01
0.019000616       	1.9149268279e+01
0.025116136       	1.9248587299e+01
0.030887987       	2.0342182834e+01
0.035848343       	2.4317881287e+01
0.040686689       	3.5026269832e+01
0.045126316       	4.7005985135e+01
0.04921605        	5.0649641535e+01
0.053244807       	5.0457491627e+01
0.057220129       	5.1469613900e+01
0.061057797       	5.2459296261e+01
0.064775819       	5.2920810088e+01
0.068367964       	5.3181581368e+01
0.071769306       	5.3364550978e+01
0.074994451       	5.3328903413e+01
0.078128824       	5.3155229423e+01
0.081227396       	5.3085239042e+01
0.08429508        	5.3158290882e+01
0.087322797       	5.3224480599e+01
0.090301282       	5.3250919392e+01
0.093240287       	5.3368179243e+01
0.096116761       	5.3639164704e+01
0.098993234       	5.3967117849e+01
0.10181348        	5.4185769021e+01
0.10459574        	5.4186810574e+01
0.10737555        	5.3871735841e+01
0.11015016        	5.3055778366e+01
0.11291708        	5.1434027018e+01
0.11568162        	4.8665296609e+01
0.11845003        	4.4584535355e+01
0.12122339        	3.9460293623e+01
0.12400115        	3.4100339122e+01
0.12678325        	2.9605163797e+01
0.12956716        	2.6765864488e+01
0.13235107        	2.5507689548e+01
0.13512953        	2.5025250970e+01
0.13791164        	2.4557976800e+01
0.14070412        	2.3925884349e+01
0.14351587        	2.3333151630e+01
0.14635674        	2.2946227379e+01
0.14924013        	2.2774416020e+01
0.15217484        	2.2777924115e+01
0.15515932        	2.2930528242e+01
0.15818341        	2.3179531702e+01
0.16123605        	2.3423617199e+01
0.16430853        	2.3585271169e+01
0.16740505        	2.3665461375e+01
0.17053304        	2.3673562831e+01
0.17369978        	2.3551976544e+01
0.17690511        	2.3248542081e+01
0.18014626        	2.2852990594e+01
0.18340097        	2.2606404139e+01
0.18665568        	2.2793316597e+01
0.18991039        	2.3704380423e+01
0.19316511        	2.5667339764e+01
0.19641982        	2.8966071825e+01
0.19967453        	3.3563841776e+01
0.20286365        	3.8722956178e+01
0.20603515        	4.3453348368e+01
0.20919998        	4.6883996219e+01
0.2123535         	4.8843563018e+01
0.21548753        	4.9851724738e+01
0.21859532        	5.0550145184e+01
0.22167225        	5.1229260518e+01
0.22471568        	5.1829582208e+01
0.22771992        	5.2204777099e+01
0.23067892        	5.2298652944e+01
0.23358885        	5.2153381657e+01
0.23645331        	5.1858374629e+01
0.23928182        	5.1511568874e+01
0.24208426        	5.1194504569e+01
0.24486889        	5.0957132639e+01
0.24763777        	5.0820721540e+01
0.25038665        	5.0795795349e+01
0.25311209        	5.0894483445e+01
0.2558128         	5.1117442849e+01
0.25849185        	5.1424808305e+01
0.26115549        	5.1720862848e+01
0.26380915        	5.1865046374e+01
0.26646049        	5.1698075750e+01
0.26911408        	5.1065133049e+01
0.27177666        	4.9831974517e+01
0.27444395        	4.7913569606e+01
0.27711997        	4.5302994675e+01
0.279796          	4.2129274929e+01
0.28248247        	3.8639579897e+01
0.28517747        	3.5195878955e+01
0.28787248        	3.2172396359e+01
0.29056748        	2.9809093050e+01
0.29326249        	2.8141013263e+01
0.29595749        	2.7015447130e+01
0.2986525         	2.6204159315e+01
0.30137006        	2.5530905627e+01
0.3041221         	2.4946717602e+01
0.30689264        	2.4506446603e+01
0.3096829         	2.4282657236e+01
0.31249225        	2.4306689842e+01
0.31531605        	2.4548458752e+01
0.31814356        	2.4929769818e+01
0.32096101        	2.5353634545e+01
0.32375425        	2.5734164478e+01
0.32650808        	2.6013427951e+01
0.32920874        	2.6162073022e+01
0.3318423         	2.6172154195e+01
0.33439496        	2.6053734768e+01
0.33685248        	2.5838903671e+01
0.33920321        	2.5584520721e+01
0.34144124        	2.5363679594e+01
0.34356794        	2.5249544930e+01
0.34559058        	2.5302369696e+01
0.34752065        	2.5564703901e+01
0.34937175        	2.6062888866e+01
0.35115865        	2.6811039674e+01
0.35289506        	2.7813601605e+01
0.354593          	2.9065961151e+01
0.35626334        	3.0554123890e+01
0.35791463        	3.2252118385e+01
0.3595547         	3.4121842410e+01
0.36118949        	3.6111589075e+01
0.36282572        	3.8160900990e+01
0.36446794        	4.0200981909e+01
