# Region type :   patch outlet
# Faces           : 387
# Area            : 8.2961616953e-02
# Scale factor    : 1.0000000000e+00
# Time            	areaAverage(H2)
0.0022358089      	0.0000000000e+00
0.01459902        	0.0000000000e+00
0.027345435       	0.0000000000e+00
0.04009185        	1.3587610236e-304
0.052838265       	7.2207686248e-267
0.06558468        	7.7113529276e-239
0.077728004       	2.5551256131e-219
0.088541421       	2.7965856741e-205
0.098958311       	6.3884314837e-192
0.10996189        	2.1070093151e-177
0.12253317        	8.2668989973e-164
0.13523265        	5.0886459441e-156
0.14793213        	1.7506709444e-151
0.16063161        	7.1498168351e-148
0.17333109        	1.8557672818e-144
0.18603057        	5.1813778238e-141
0.19873005        	1.3711757198e-137
0.21146497        	3.8195228614e-133
0.22420382        	2.8707238738e-126
0.23694268        	3.6734370247e-118
0.24968153        	4.6636477925e-110
0.26145704        	1.1433831525e-102
0.27256226        	6.1032486369e-96
0.28441672        	2.2078684029e-89
0.29688334        	6.9424510331e-84
0.30955414        	5.9604103370e-80
0.32229299        	3.3583684322e-77
0.33503185        	4.5367327243e-75
0.3477707         	3.4904188898e-73
0.36050955        	2.1516918524e-71
0.37324841        	1.5809617848e-69
0.38598726        	3.3690665098e-67
0.39872611        	3.6446616864e-64
0.41146497        	9.7620399990e-61
0.42420382        	2.4587112298e-57
0.43671796        	3.9254126143e-54
0.44896175        	4.4062008192e-51
0.46165802        	3.5548339190e-48
0.47443868        	8.5657247939e-46
0.48721934        	5.8104448313e-44
0.5               	1.5433403197e-42
0.51273885        	2.4423463610e-41
0.52547771        	3.2439490929e-40
0.53821656        	4.6758256016e-39
0.54947227        	6.8545499124e-38
0.55860746        	9.3433661471e-37
0.5677375         	2.2453915520e-35
0.57733472        	1.1544985073e-33
0.58629356        	6.1134935526e-32
0.59405438        	1.9602702280e-30
0.60142095        	4.8191278481e-29
0.60857638        	9.0171388666e-28
0.61610112        	1.6643475171e-26
0.62419353        	3.1635205800e-25
0.63289251        	5.6780382781e-24
0.64213661        	8.2120908137e-23
0.65207541        	9.0011602155e-22
0.66329656        	8.0572309858e-21
0.67593836        	5.9716761762e-20
0.68860238        	3.2464313570e-19
0.70127389        	1.5160250344e-18
0.71343564        	6.7073089586e-18
0.72411171        	2.8383292087e-17
0.73370981        	1.2400916842e-16
0.74275709        	5.8197348890e-16
0.75156735        	2.9146555334e-15
0.75983258        	1.3451096987e-14
0.7674235         	5.2638382725e-14
0.77483269        	1.8791814183e-13
0.78248438        	6.5817651606e-13
0.7905289         	2.3036481785e-12
0.79876464        	7.7450354826e-12
0.8074044         	2.5508624810e-11
0.81652637        	8.1071651170e-11
0.82654001        	2.5264476684e-10
0.83842832        	8.2644683510e-10
0.85112351        	2.4900896660e-09
0.8638187         	6.6405225761e-09
0.87651389        	1.6897831174e-08
0.88843306        	4.2728100020e-08
0.89895084        	1.0753038290e-07
0.9084219         	2.7485390723e-07
0.91726841        	7.1380157666e-07
0.92551617        	1.7917417413e-06
0.93319192        	4.2096389462e-06
0.94073036        	9.4754425537e-06
0.94851134        	2.0843455354e-05
0.95662599        	4.4183913579e-05
0.96502567        	8.7868867379e-05
0.9736839         	1.6065991108e-04
0.98265299        	2.6805662063e-04
0.99226635        	4.1394167445e-04
1.0029639         	6.0242987905e-04
1.0156163         	8.4700117272e-04
1.0283056         	1.1051862589e-03
1.0409949         	1.3796084936e-03
1.053101          	1.6806165241e-03
1.0635498         	2.0015842408e-03
1.0730899         	2.3708262384e-03
1.0820284         	2.7983259289e-03
1.0903934         	3.2739327679e-03
1.0983989         	3.7977613485e-03
1.1060771         	4.3589500582e-03
1.1138788         	4.9832633672e-03
1.1220334         	5.6902589508e-03
1.1305141         	6.4787534977e-03
1.139269          	7.3351841083e-03
1.1483268         	8.2401282296e-03
1.1579636         	9.1931779480e-03
1.1688648         	1.0241522881e-02
1.1815009         	1.1424318782e-02
1.1942589         	1.2595527425e-02
