time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct
1.2,0.018886614,0.018742564,0.99237294,0.01895766,0.016750657,0.017694978,1.0563752,0.019010982,0.018701834,0.018459297,0.98703134,0.018567144,6920592.7,6920593.1,6920593.1,6920592.7,6920593.1,6920593.1,6922402.5,6922450.4,6922450.4,6922402.5,6922450.4,6922450.4,6900000,6900000,6900000,6900004.1,6900008.5,6900004.6,6903242.6,6903308.4,6903268.7,6903246.7,6903316.8,6903273.4,20592.734,20593.151,20593.152,20588.618,20584.688,20588.516,19159.944,19142.086,19181.719,19155.828,19133.623,19177.082,-33.746866,-0.46203846,42.884179,8.6752747,20.229546
AVG,0.018886614,0.018742564,0.99237294,0.01895766,0.016750657,0.017694978,1.0563752,0.019010982,0.018701834,0.018459297,0.98703134,0.018567144,6920592.7,6920593.1,6920593.1,6920592.7,6920593.1,6920593.1,6922402.5,6922450.4,6922450.4,6922402.5,6922450.4,6922450.4,6900000,6900000,6900000,6900004.1,6900008.5,6900004.6,6903242.6,6903308.4,6903268.7,6903246.7,6903316.8,6903273.4,20592.734,20593.151,20593.152,20588.618,20584.688,20588.516,19159.944,19142.086,19181.719,19155.828,19133.623,19177.082,-33.746866,-0.46203846,42.884179,8.6752747,20.229546
