# Region type :   patch outlet
# Faces           : 398
# Area            : 8.2960538044e-02
# Scale factor    : 1.0000000000e+00
# Time            	areaAverage(H2)
0.0022358089      	0.0000000000e+00
0.01857532        	0.0000000000e+00
0.027079241       	0.0000000000e+00
0.0370078         	2.4059771047e-289
0.047997204       	1.9515870913e-242
0.059623326       	1.3599263146e-211
0.07044265        	5.4905753231e-192
0.078186106       	5.9228610543e-183
0.084765198       	3.3041755273e-176
0.091583897       	2.3026197174e-169
0.099225116       	1.5793380263e-161
0.10951491        	2.0356049724e-149
0.12120074        	4.8671355045e-138
0.13421633        	2.0159846570e-130
0.1467828         	1.4538798572e-126
0.16348979        	4.5751853182e-122
0.18158157        	1.6884946984e-117
0.19849924        	1.7940435962e-113
0.21227964        	1.4984045771e-109
0.22605326        	2.2648888612e-103
0.23810772        	1.8546673041e-97
0.24807146        	1.4529041840e-92
0.25713821        	4.6501413508e-88
0.26634299        	1.4799591773e-83
0.27637914        	7.5575967201e-79
0.28732223        	3.3631893866e-74
0.29884748        	3.0288487843e-70
0.31253609        	7.6162167604e-67
0.33035886        	8.1210392656e-64
0.34949782        	2.6744810545e-61
0.36950251        	8.3200468651e-59
0.38657841        	2.4528777150e-56
0.40065359        	1.2339367711e-53
0.41330856        	8.3600504387e-51
0.42492783        	4.1910582663e-48
0.43556792        	1.1564024289e-45
0.44595548        	2.3687073958e-43
0.45683597        	4.5297173237e-41
0.46886943        	7.4204722619e-39
0.4822215         	6.8350170997e-37
0.4974799         	2.3199563060e-35
0.51475808        	4.6885696324e-34
0.53214673        	6.7872872440e-33
0.54579047        	6.6656258859e-32
0.55619531        	5.4758111115e-31
0.56484095        	4.1856803376e-30
0.57242479        	3.1110002059e-29
0.5793563         	2.2769831081e-28
0.58581323        	1.5857997595e-27
0.5918356         	1.0094133396e-26
0.59752152        	5.9164130870e-26
0.60298824        	3.2819647453e-25
0.60835886        	1.7792105900e-24
0.61376408        	9.6922889431e-24
0.61931972        	5.3942910667e-23
0.6251107         	3.0658911516e-22
0.63120544        	1.7529433426e-21
0.63767626        	9.8477191367e-21
0.64457357        	5.2440581813e-20
0.65197221        	2.5707916160e-19
0.66003053        	1.1530942193e-18
0.66900154        	4.8290817905e-18
0.67921515        	1.9865051817e-17
0.69066505        	8.2420375551e-17
0.70210797        	3.1129427487e-16
0.71173487        	9.5107419412e-16
0.72003273        	2.6423858149e-15
0.72741794        	7.0269956135e-15
0.73422209        	1.8511774673e-14
0.74065768        	4.9307582072e-14
0.74682448        	1.3255244393e-13
0.75274571        	3.5141649052e-13
0.7584353         	8.9925002292e-13
0.76395433        	2.2130242291e-12
0.76938569        	5.2811217335e-12
0.77481271        	1.2312701515e-11
0.78031593        	2.8270579407e-11
0.78595865        	6.4277738701e-11
0.79178533        	1.4432899671e-10
0.79787027        	3.1916206474e-10
0.80419802        	6.8388587600e-10
0.81096538        	1.4361163159e-09
0.81817838        	2.9110402041e-09
0.82599112        	5.7250490638e-09
0.83466441        	1.1124245445e-08
0.84440259        	2.1706075860e-08
0.85505367        	4.2624069625e-08
0.86569634        	8.1728689584e-08
0.87535405        	1.4995428789e-07
0.88385323        	2.6751631228e-07
0.89148307        	4.7490363069e-07
0.89858319        	8.5440482955e-07
0.90523185        	1.5492417556e-06
0.91148198        	2.7995219200e-06
0.9174681         	5.0269265898e-06
0.92324097        	8.8764359003e-06
0.92887673        	1.5323003678e-05
0.93445707        	2.5821534603e-05
0.94003519        	4.2326539407e-05
0.94565774        	6.7407189391e-05
0.95139767        	1.0456535913e-04
0.95732991        	1.5813089648e-04
0.9634871         	2.3231907107e-04
0.96990767        	3.3078636775e-04
0.97664246        	4.5570020548e-04
0.98380183        	6.0781646158e-04
0.99155731        	7.8800332802e-04
1                 	9.9398239970e-04
1.0093778         	1.2270083830e-03
1.019399          	1.4772393238e-03
1.0294638         	1.7321504668e-03
1.0388054         	1.9801853549e-03
1.047233          	2.2233122475e-03
1.054894          	2.4674590413e-03
1.0619897         	2.7164953367e-03
1.0686517         	2.9705058758e-03
1.0749723         	3.2278237477e-03
1.0810346         	3.4866652331e-03
1.0869074         	3.7448430973e-03
1.0927263         	4.0041810306e-03
1.0985453         	4.2642036414e-03
1.1042769         	4.5184561406e-03
1.1100226         	4.7716040578e-03
1.1158921         	5.0306829216e-03
1.1219516         	5.3010740808e-03
1.1282346         	5.5860196028e-03
1.1347821         	5.8883918932e-03
1.1416556         	6.2091607942e-03
1.1489615         	6.5488573255e-03
1.1568826         	6.9105717811e-03
1.1655079         	7.2911573714e-03
1.1747221         	7.6801079257e-03
1.1842609         	8.0685313013e-03
1.1937998         	8.4559615080e-03
