time,H2_mean_area,H2_std_area,H2_CoV_area,H2_Is_area,H2_mean_mass,H2_std_mass,H2_CoV_mass,H2_Is_mass,H2_mean_vol,H2_std_vol,H2_CoV_vol,H2_Is_vol,p_main_inlet_area,p_main_inlet_mass,p_main_inlet_vol,p_rgh_main_inlet_area,p_rgh_main_inlet_mass,p_rgh_main_inlet_vol,p_total_main_inlet_area,p_total_main_inlet_mass,p_total_main_inlet_vol,p_rgh_total_main_inlet_area,p_rgh_total_main_inlet_mass,p_rgh_total_main_inlet_vol,p_outlet_area,p_outlet_mass,p_outlet_vol,p_rgh_outlet_area,p_rgh_outlet_mass,p_rgh_outlet_vol,p_total_outlet_area,p_total_outlet_mass,p_total_outlet_vol,p_rgh_total_outlet_area,p_rgh_total_outlet_mass,p_rgh_total_outlet_vol,dP_p_area,dP_p_mass,dP_p_vol,dP_p_rgh_area,dP_p_rgh_mass,dP_p_rgh_vol,dP_p_total_area,dP_p_total_mass,dP_p_total_vol,dP_p_rgh_total_area,dP_p_rgh_total_mass,dP_p_rgh_total_vol,mdot_main_inlet,mdot_branch_inlet,mdot_outlet,mdot_balance_err,mdot_balance_pct
1.2,0.015617125,0.0053891101,0.34507697,0.001889161,0.015606043,0.0053470709,0.34262823,0.0018611019,0.015785491,0.0052998731,0.33574332,0.0018079362,6902867.9,6902868.3,6902868.3,6902867.9,6902868.3,6902868.3,6904673.1,6904720.9,6904720.9,6904673.1,6904720.9,6904720.9,6900000,6900000,6900000,6900001.1,6900000.5,6899999.5,6902633.1,6902641.9,6902644.2,6902634.2,6902642.4,6902643.7,2867.8711,2868.3255,2868.3251,2866.8156,2867.8155,2868.8449,2039.9513,2079.0007,2076.6489,2038.8958,2078.4907,2077.1687,-33.662132,-0.53734082,38.773933,4.5744602,11.797772
AVG,0.015617125,0.0053891101,0.34507697,0.001889161,0.015606043,0.0053470709,0.34262823,0.0018611019,0.015785491,0.0052998731,0.33574332,0.0018079362,6902867.9,6902868.3,6902868.3,6902867.9,6902868.3,6902868.3,6904673.1,6904720.9,6904720.9,6904673.1,6904720.9,6904720.9,6900000,6900000,6900000,6900001.1,6900000.5,6899999.5,6902633.1,6902641.9,6902644.2,6902634.2,6902642.4,6902643.7,2867.8711,2868.3255,2868.3251,2866.8156,2867.8155,2868.8449,2039.9513,2079.0007,2076.6489,2038.8958,2078.4907,2077.1687,-33.662132,-0.53734082,38.773933,4.5744602,11.797772
