# Region type :   patch branch_inlet
# Faces           : 258
# Area            : 1.2064982468e-02
# Scale factor    : 1.0000000000e+00
# Time            	sum(phi)
0.0022358089      	-7.0745365182e-01
0.014075595       	-7.0918409183e-01
0.021912161       	-7.1220736291e-01
0.029193799       	-7.1614539088e-01
0.035721278       	-7.1942282778e-01
0.041876577       	-7.1962640696e-01
0.047379096       	-7.2115585923e-01
0.052598689       	-7.2218057689e-01
0.057757214       	-7.2415267730e-01
0.06273718        	-7.2534539985e-01
0.067524242       	-7.2566272975e-01
0.072043677       	-7.2624352548e-01
0.07632783        	-7.2670422849e-01
0.080500844       	-7.2718553115e-01
0.084620988       	-7.2771482268e-01
0.088681048       	-7.2792587631e-01
0.092662512       	-7.2804824931e-01
0.096538581       	-7.2827747203e-01
0.10037629        	-7.2841000031e-01
0.10411678        	-7.2847116256e-01
0.10783272        	-7.2851981394e-01
0.11153974        	-7.2847075259e-01
0.11524101        	-7.2842654070e-01
0.11893577        	-7.2848584673e-01
0.12262338        	-7.2853917338e-01
0.12631677        	-7.2856216165e-01
0.13000497        	-7.2856921571e-01
0.13368892        	-7.2852224843e-01
0.13737395        	-7.2849416910e-01
0.14106986        	-7.2852020775e-01
0.14478583        	-7.2855852770e-01
0.14853668        	-7.2861859746e-01
0.15233683        	-7.2868789722e-01
0.15619154        	-7.2880461291e-01
0.16009314        	-7.2901776598e-01
0.16403213        	-7.2928038364e-01
0.16799511        	-7.2953619112e-01
0.17198656        	-7.2974470426e-01
0.17602297        	-7.2998277593e-01
0.18010924        	-7.3032738239e-01
0.18424423        	-7.3076260202e-01
0.18839048        	-7.3118371818e-01
0.19253674        	-7.3153794918e-01
0.196683          	-7.3186633071e-01
0.20081633        	-7.3221271367e-01
0.20488616        	-7.3255023192e-01
0.20893859        	-7.3284458396e-01
0.21296725        	-7.3310881709e-01
0.21697088        	-7.3336367569e-01
0.22094665        	-7.3358750388e-01
0.22488572        	-7.3375139047e-01
0.22877727        	-7.3385649385e-01
0.2326153         	-7.3390161389e-01
0.23640001        	-7.3386928836e-01
0.2401375         	-7.3376858269e-01
0.24383638        	-7.3363573950e-01
0.24750387        	-7.3348757252e-01
0.25113708        	-7.3331988204e-01
